,cik_str,ticker,title,sic,sicDescription,category,entityType,exchanges,fiscalYearEnd,stateOfIncorporation
197,917851,VALE,Vale S.A.,1000,Metal Mining,Large accelerated filer,other,['NYSE'],31-12,
198,1001838,SCCO,SOUTHERN COPPER CORP/,1000,Metal Mining,Large accelerated filer,operating,['NYSE'],31-12,DE
199,927653,MCK,MCKESSON CORP,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",Large accelerated filer,operating,['NYSE'],31-03,DE
200,1648416,RACE,Ferrari N.V.,3711,Motor Vehicles & Passenger Car Bodies,Large accelerated filer,other,['NYSE'],31-12,P7
201,1650372,TEAM,Atlassian Corp,7372,Services-Prepackaged Software,Large accelerated filer,operating,['Nasdaq'],30-06,
202,1001085,BN,BROOKFIELD Corp /ON/,6512,Opeators of  Nonresidential Buildings,Large Accelerated,other,"['NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'NYSE', 'NYSE', 'OTC', 'OTC', 'OTC']",31-12,A6
203,1048911,FDX,FEDEX CORP,4513,Air Courier Services,Large accelerated filer,operating,['NYSE'],31-05,DE
204,1545460,OLCLY,"Oriental Land Co., Ltd./ADR",8880,American Depositary Receipts,,other,"['OTC', 'OTC']",,
205,1058090,CMG,CHIPOTLE MEXICAN GRILL INC,5812,Retail-Eating  Places,Large accelerated filer,operating,['NYSE'],31-12,
206,713676,PNC,"PNC FINANCIAL SERVICES GROUP, INC.",6021,National Commercial Banks,Large accelerated filer,operating,['NYSE'],31-12,PA
207,1397187,LULU,lululemon athletica inc.,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,Large accelerated filer,operating,['Nasdaq'],02-02,DE
208,865752,MNST,Monster Beverage Corp,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Large accelerated filer,operating,['Nasdaq'],31-12,
209,66740,MMM,3M CO,3841,Surgical & Medical Instruments & Apparatus,Large accelerated filer,operating,['NYSE'],31-12,DE
210,315293,AON,Aon plc,6411,"Insurance Agents, Brokers & Service",Large accelerated filer,operating,['NYSE'],31-12,L2
211,723254,CTAS,CINTAS CORP,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",Large accelerated filer,operating,['Nasdaq'],31-05,WA
212,2969,APD,"Air Products & Chemicals, Inc.",2810,Industrial Inorganic Chemicals,Large accelerated filer,operating,['NYSE'],30-09,DE
213,831259,FCX,FREEPORT-MCMORAN INC,1000,Metal Mining,Large accelerated filer,operating,['NYSE'],31-12,DE
214,76334,PH,PARKER HANNIFIN CORP,3490,Miscellaneous Fabricated Metal Products,Large accelerated filer,operating,['NYSE'],30-06,OH
215,1061219,EPD,ENTERPRISE PRODUCTS PARTNERS L.P.,4922,Natural Gas Transmission,Large accelerated filer,operating,['NYSE'],31-12,DE
216,1510295,MPC,Marathon Petroleum Corp,2911,Petroleum Refining,Large accelerated filer,operating,['NYSE'],31-12,DE
217,9631,BNS,BANK OF NOVA SCOTIA,6022,State Commercial Banks,,operating,['NYSE'],31-10,Z4
218,1110646,NTES,"NetEase, Inc.",7372,Services-Prepackaged Software,Large accelerated filer,other,"['Nasdaq', 'OTC']",,
219,820313,APH,AMPHENOL CORP /DE/,3678,Electronic Connectors,Large accelerated filer,operating,['NYSE'],31-12,DE
220,1534701,PSX,Phillips 66,2911,Petroleum Refining,Large accelerated filer,operating,['NYSE'],31-12,DE
221,1129137,AMX,AMERICA MOVIL SAB DE CV/,4813,Telephone Communications (No Radiotelephone),Large accelerated filer,other,"['NYSE', 'OTC']",31-12,O5
222,882835,ROP,ROPER TECHNOLOGIES INC,3823,"Industrial Instruments For Measurement, Display, and Control",Large accelerated filer,operating,['Nasdaq'],31-12,DE
223,31462,ECL,ECOLAB INC.,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",Large accelerated filer,operating,['NYSE'],31-12,DE
224,49071,HUM,HUMANA INC,6324,Hospital & Medical Service Plans,Large accelerated filer,operating,['NYSE'],31-12,DE
225,1260221,TDG,TransDigm Group INC,3728,"Aircraft Parts & Auxiliary Equipment, NEC",Large accelerated filer,operating,['NYSE'],30-09,DE
226,1571996,DELL,Dell Technologies Inc.,3571,Electronic Computers,Large accelerated filer,operating,['NYSE'],02-02,DE
227,1466258,TT,Trane Technologies plc,3822,Auto Controls For Regulating Residential & Comml Environments,Large accelerated filer,operating,['NYSE'],31-12,L2
228,898173,ORLY,O REILLY AUTOMOTIVE INC,5531,Retail-Auto & Home Supply Stores,Large accelerated filer,operating,['Nasdaq'],31-12,
229,1858681,APO,"Apollo Global Management, Inc.",6282,Investment Advice,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,DE
230,1835632,MRVL,"Marvell Technology, Inc.",3674,Semiconductors & Related Devices,Large accelerated filer,operating,['Nasdaq'],03-02,DE
231,1413447,NXPI,NXP Semiconductors N.V.,3674,Semiconductors & Related Devices,Large accelerated filer,operating,['Nasdaq'],31-12,
232,1063761,SPG,SIMON PROPERTY GROUP INC /DE/,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
233,1091667,CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",4841,Cable & Other Pay Television Services,Large accelerated filer,operating,['Nasdaq'],31-12,
234,32604,EMR,EMERSON ELECTRIC CO,3600,Electronic & Other Electrical Equipment (No Computer Equip),Large accelerated filer,operating,['NYSE'],30-09,MO
235,842180,BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,"Commercial Banks, NEC",Large accelerated filer,other,"['NYSE', 'OTC']",31-12,U3
236,1002242,E,ENI SPA,1311,Crude Petroleum & Natural Gas,Large accelerated filer,other,"['NYSE', 'OTC']",31-12,
237,1947559,ANZGY,ANZ GROUP HOLDINGS LIMITED/ADR,0,,,other,"['OTC', 'OTC']",,
238,1393311,PSA,Public Storage,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
239,68505,MSI,"Motorola Solutions, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment,Large accelerated filer,operating,['NYSE'],31-12,DE
240,715153,HMC,HONDA MOTOR CO LTD,3711,Motor Vehicles & Passenger Car Bodies,Large accelerated filer,other,"['NYSE', 'OTC']",31-03,
241,1060391,RSG,"REPUBLIC SERVICES, INC.",4953,Refuse Systems,Large accelerated filer,operating,['NYSE'],31-12,DE
242,702165,NSC,NORFOLK SOUTHERN CORP,4011,"Railroads, Line-Haul Operating",Large accelerated filer,operating,['NYSE'],31-12,VA
243,1038357,PXD,PIONEER NATURAL RESOURCES CO,1311,Crude Petroleum & Natural Gas,Large accelerated filer,operating,['NYSE'],31-12,DE
244,882184,DHI,HORTON D R INC /DE/,1531,Operative Builders,Large accelerated filer,operating,['NYSE'],30-09,DE
245,1099219,MET,METLIFE INC,6311,Life Insurance,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
246,769397,ADSK,"Autodesk, Inc.",7372,Services-Prepackaged Software,Large accelerated filer,operating,['Nasdaq'],31-01,DE
247,1004315,NGG,NATIONAL GRID PLC,4922,Natural Gas Transmission,Large accelerated filer,other,"['NYSE', 'OTC', 'NYSE', 'NYSE', 'OTC', 'OTC']",31-03,
248,92230,TFC,TRUIST FINANCIAL CORP,6021,National Commercial Banks,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,NC
249,766704,WELL,WELLTOWER INC.,6798,Real Estate Investment Trusts,Large accelerated filer,operating,['NYSE'],31-12,DE
250,797468,OXY,OCCIDENTAL PETROLEUM CORP /DE/,1311,Crude Petroleum & Natural Gas,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
251,354190,AJG,Arthur J. Gallagher & Co.,6411,"Insurance Agents, Brokers & Service",Large accelerated filer,operating,['NYSE'],31-12,IL
252,1467858,GM,General Motors Co,3711,Motor Vehicles & Passenger Car Bodies,Large accelerated filer,operating,['NYSE'],31-12,
253,75362,PCAR,PACCAR INC,3711,Motor Vehicles & Passenger Car Bodies,Large accelerated filer,operating,['Nasdaq'],31-12,DE
254,1051470,CCI,CROWN CASTLE INC.,6798,Real Estate Investment Trusts,Large accelerated filer,operating,['NYSE'],31-12,DE
255,927628,COF,CAPITAL ONE FINANCIAL CORP,6021,National Commercial Banks,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
256,1093557,DXCM,DEXCOM INC,3841,Surgical & Medical Instruments & Apparatus,Large accelerated filer,operating,['Nasdaq'],31-12,DE
257,849395,CRH,CRH PUBLIC LTD CO,3241,"Cement, Hydraulic",Large accelerated filer,other,['NYSE'],31-12,L2
258,30554,CTA-PA,"EIDP, Inc.",2820,"Plastic Material, Synth Resin/Rubber, Cellulos (No Glass)",,operating,"['NYSE', 'NYSE']",31-12,DE
259,1222333,GLD,SPDR GOLD TRUST,6221,Commodity Contracts Brokers & Dealers,Large accelerated filer,operating,['NYSE'],30-09,
260,1001250,EL,ESTEE LAUDER COMPANIES INC,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Large accelerated filer,operating,['NYSE'],30-06,DE
261,1783180,CARR,CARRIER GLOBAL Corp,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,Large accelerated filer,operating,['NYSE'],31-12,DE
262,1039765,ING,ING GROEP NV,6029,"Commercial Banks, NEC",Large accelerated filer,other,"['NYSE', 'OTC']",31-12,P7
263,1032208,SRE,SEMPRA,4932,Gas & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,CA
264,4977,AFL,AFLAC INC,6321,Accident & Health Insurance,Large accelerated filer,operating,['NYSE'],31-12,GA
265,5272,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
266,1446519,DKILY,Daikin Industries Ltd,0,,,other,"['OTC', 'OTC']",31-03,M0
267,1446598,DNZOY,Denso Corp,8880,American Depositary Receipts,,other,"['OTC', 'OTC']",31-03,M0
268,37996,F,FORD MOTOR CO,3711,Motor Vehicles & Passenger Car Bodies,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
269,1262039,FTNT,"Fortinet, Inc.",3577,"Computer Peripheral Equipment, NEC",Large accelerated filer,operating,['Nasdaq'],31-12,
270,1585689,HLT,Hilton Worldwide Holdings Inc.,7011,Hotels & Motels,Large accelerated filer,operating,['NYSE'],31-12,DE
271,1276187,ET,Energy Transfer LP,4922,Natural Gas Transmission,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
272,1395064,TAK,TAKEDA PHARMACEUTICAL CO LTD,2834,Pharmaceutical Preparations,Large accelerated filer,other,"['NYSE', 'OTC']",,
273,16918,STZ,"CONSTELLATION BRANDS, INC.",2080,Beverages,Large accelerated filer,operating,['NYSE'],28-02,DE
274,1637459,KHC,Kraft Heinz Co,2030,"Canned, Frozen & Preservd Fruit, Veg & Food Specialties",Large accelerated filer,operating,['Nasdaq'],30-12,DE
275,827054,MCHP,MICROCHIP TECHNOLOGY INC,3674,Semiconductors & Related Devices,Large accelerated filer,operating,['Nasdaq'],31-03,DE
276,1099800,EW,Edwards Lifesciences Corp,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",Large accelerated filer,operating,['NYSE'],31-12,DE
277,1004980,PCG,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
278,1471055,BSBR,Banco Santander (Brasil) S.A.,6029,"Commercial Banks, NEC",Large accelerated filer,other,['NYSE'],31-12,D5
279,874716,IDXX,IDEXX LABORATORIES INC /DE,2835,In Vitro & In Vivo Diagnostic Substances,Large accelerated filer,operating,['Nasdaq'],31-12,DE
280,745732,ROST,"ROSS STORES, INC.",5651,Retail-Family Clothing Stores,Large accelerated filer,operating,['Nasdaq'],03-02,DE
281,900075,CPRT,COPART INC,5500,Retail-Auto Dealers & Gasoline Stations,Large accelerated filer,operating,['Nasdaq'],31-07,DE
282,1565025,ABEV,AMBEV S.A.,2080,Beverages,Large accelerated filer,other,['NYSE'],31-12,D5
283,895564,BAESY,BAE SYSTEMS PLC /FI/,0,,,other,"['OTC', 'OTC']",31-12,X0
284,1418135,KDP,Keurig Dr Pepper Inc.,2080,Beverages,Large accelerated filer,operating,['Nasdaq'],31-12,DE
285,1335730,MFG,MIZUHO FINANCIAL GROUP INC,6021,National Commercial Banks,Large accelerated filer,other,"['NYSE', 'OTC']",,
286,1045520,CM,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,6029,"Commercial Banks, NEC",,other,['NYSE'],31-10,
287,1279967,CRARY,CREDIT AGRICOLE S A,0,,,other,"['OTC', 'OTC']",,
288,1164727,NEM,NEWMONT Corp /DE/,1040,Gold and Silver Ores,Large accelerated filer,operating,['NYSE'],31-12,DE
289,86312,TRV,"TRAVELERS COMPANIES, INC.",6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,['NYSE'],31-12,MN
290,4904,AEP,AMERICAN ELECTRIC POWER CO INC,4911,Electric Services,Large accelerated filer,operating,['Nasdaq'],31-12,NY
291,866787,AZO,AUTOZONE INC,5531,Retail-Auto & Home Supply Stores,Large accelerated filer,operating,['NYSE'],31-08,NV
292,1140859,COR,"Cencora, Inc.",5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",Large accelerated filer,operating,['NYSE'],30-09,DE
293,1691493,NU,Nu Holdings Ltd.,6199,Finance Services,Non-accelerated filer,other,['NYSE'],31-12,E9
294,726728,O,REALTY INCOME CORP,6798,Real Estate Investment Trusts,Large accelerated filer,operating,['NYSE'],31-12,MD
295,1408198,MSCI,MSCI Inc.,7389,"Services-Business Services, NEC",Large accelerated filer,operating,['NYSE'],31-12,DE
296,107263,WMB,"WILLIAMS COMPANIES, INC.",4922,Natural Gas Transmission,Large accelerated filer,operating,['NYSE'],31-12,DE
297,920760,LEN,LENNAR CORP /NEW/,1520,General Bldg Contractors - Residential Bldgs,Large accelerated filer,operating,"['NYSE', 'NYSE']",30-11,DE
298,723531,PAYX,PAYCHEX INC,8700,"Services-Engineering, Accounting, Research, Management",Large accelerated filer,operating,['Nasdaq'],31-05,DE
299,4447,HES,HESS CORP,2911,Petroleum Refining,Large accelerated filer,operating,['NYSE'],31-12,DE
300,1035002,VLO,VALERO ENERGY CORP/TX,2911,Petroleum Refining,Large accelerated filer,operating,['NYSE'],31-12,DE
301,1792789,DASH,"DoorDash, Inc.",7389,"Services-Business Services, NEC",Large accelerated filer,operating,['Nasdaq'],31-12,DE
302,1512673,SQ,"Block, Inc.",7372,Services-Prepackaged Software,Large accelerated filer,operating,"['NYSE', 'OTC']",31-12,DE
303,1297996,DLR,"DIGITAL REALTY TRUST, INC.",6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,
304,311337,SU,SUNCOR ENERGY INC,2911,Petroleum Refining,Large Accelerated,other,['NYSE'],31-12,A0
305,878927,ODFL,"OLD DOMINION FREIGHT LINE, INC.",4213,Trucking (No Local),Large accelerated filer,operating,['Nasdaq'],31-12,VA
306,1944048,KVUE,Kenvue Inc.,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Non-accelerated filer,operating,['NYSE'],31-12,DE
307,1071739,CNC,CENTENE CORP,6324,Hospital & Medical Service Plans,Large accelerated filer,operating,['NYSE'],31-12,DE
308,55785,KMB,KIMBERLY CLARK CORP,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),Large accelerated filer,operating,['NYSE'],31-12,DE
309,1385157,TEL,TE Connectivity Ltd.,5065,"Wholesale-Electronic Parts & Equipment, NEC",Large accelerated filer,operating,['NYSE'],27-09,V8
310,1039684,OKE,ONEOK INC /NEW/,4923,Natural Gas Transmisison & Distribution,Large accelerated filer,operating,['NYSE'],31-12,OK
311,1682852,MRNA,"Moderna, Inc.",2836,"Biological Products, (No Diagnostic Substances)",Large accelerated filer,operating,['Nasdaq'],31-12,DE
312,73309,NUE,NUCOR CORP,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",Large accelerated filer,operating,['NYSE'],31-12,DE
313,1232384,TRP,TC ENERGY CORP,4922,Natural Gas Transmission,,other,"['NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,A0
314,277135,GWW,"W.W. GRAINGER, INC.",5000,Wholesale-Durable Goods,Large accelerated filer,operating,['NYSE'],31-12,IL
315,1390777,BK,Bank of New York Mellon Corp,6022,State Commercial Banks,Large accelerated filer,operating,['NYSE'],31-12,DE
316,1329099,BIDU,"Baidu, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",Large accelerated filer,other,"['Nasdaq', 'OTC']",31-12,E9
317,932787,STM,STMicroelectronics N.V.,3674,Semiconductors & Related Devices,Large accelerated filer,other,"['NYSE', 'OTC']",31-12,P7
318,715957,D,"DOMINION ENERGY, INC",4911,Electric Services,Large accelerated filer,operating,['NYSE'],31-12,VA
319,1506307,KMI,"KINDER MORGAN, INC.",4922,Natural Gas Transmission,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
320,1900304,HLN,Haleon plc,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Non-accelerated filer,other,"['NYSE', 'OTC']",31-12,X0
321,1167379,ALC,ALCON INC,3851,Ophthalmic Goods,Large accelerated filer,other,['NYSE'],31-12,V8
322,1549802,JD,"JD.com, Inc.",5990,"Retail-Retail Stores, NEC",Large accelerated filer,other,"['Nasdaq', 'OTC']",31-12,E9
323,3570,LNG,"Cheniere Energy, Inc.",4924,Natural Gas Distribution,Large accelerated filer,operating,['NYSE'],31-12,DE
324,1478242,IQV,IQVIA HOLDINGS INC.,8731,Services-Commercial Physical & Biological Research,Large accelerated filer,operating,['NYSE'],31-12,DE
325,1561550,DDOG,"Datadog, Inc.",7372,Services-Prepackaged Software,Large accelerated filer,operating,['Nasdaq'],31-12,DE
326,899051,ALL,ALLSTATE CORP,6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
327,844551,WDS,WOODSIDE ENERGY GROUP LTD,1311,Crude Petroleum & Natural Gas,Non-accelerated filer,other,"['NYSE', 'OTC']",31-12,
328,833444,JCI,Johnson Controls International plc,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,Large accelerated filer,operating,['NYSE'],30-09,L2
329,1086888,MFC,MANULIFE FINANCIAL CORP,6311,Life Insurance,,other,"['NYSE', 'OTC', 'OTC', 'OTC']",31-12,
330,47111,HSY,HERSHEY CO,2060,Sugar & Confectionery Products,Large accelerated filer,operating,['NYSE'],31-12,DE
331,1639920,SPOT,Spotify Technology S.A.,4832,Radio Broadcasting Stations,Large accelerated filer,other,['NYSE'],31-12,N4
332,1450468,MRAAY,"Murata Manufacturing Co., Ltd./ADR",0,,,other,"['OTC', 'OTC']",,
333,1461748,PPERY,PT Bank Mandiri (Persero) Tbk / ADR,0,,,other,"['OTC', 'OTC']",,
334,202058,LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Large accelerated filer,operating,['NYSE'],29-12,DE
335,1160106,LYG,Lloyds Banking Group plc,6029,"Commercial Banks, NEC",Large accelerated filer,other,"['NYSE', 'OTC', 'OTC']",,X0
336,1318220,WCN,"Waste Connections, Inc.",4953,Refuse Systems,Large accelerated filer,operating,['NYSE'],31-12,A6
337,1090872,A,"AGILENT TECHNOLOGIES, INC.",3826,Laboratory Analytical Instruments,Large accelerated filer,operating,['NYSE'],31-10,DE
338,820027,AMP,AMERIPRISE FINANCIAL INC,6282,Investment Advice,Large accelerated filer,operating,['NYSE'],31-12,DE
339,1832433,FERG,Ferguson plc,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies,Large accelerated filer,operating,['NYSE'],31-07,Y9
340,96021,SYY,SYSCO CORP,5140,Wholesale-Groceries & Related Products,Large accelerated filer,operating,['NYSE'],29-06,DE
341,1037868,AME,AMETEK INC/,3823,"Industrial Instruments For Measurement, Display, and Control",Large accelerated filer,operating,['NYSE'],31-12,DE
342,1751788,DOW,DOW INC.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Large accelerated filer,operating,['NYSE'],31-12,DE
343,1137774,PRU,PRUDENTIAL FINANCIAL INC,6311,Life Insurance,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,NJ
344,718940,BCE,BCE INC,4813,Telephone Communications (No Radiotelephone),,other,"['NYSE', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
345,1552000,MPLX,MPLX LP,4610,Pipe Lines (No Natural Gas),Large accelerated filer,operating,"['NYSE', 'OTC']",31-12,
346,1300514,LVS,LAS VEGAS SANDS CORP,7011,Hotels & Motels,Large accelerated filer,operating,['NYSE'],31-12,NV
347,1067701,URI,"UNITED RENTALS, INC.",7359,"Services-Equipment Rental & Leasing, NEC",Large accelerated filer,operating,['NYSE'],31-12,DE
348,7084,ADM,Archer-Daniels-Midland Co,2070,Fats & Oils,Large accelerated filer,operating,['NYSE'],31-12,DE
349,1278680,IAU,ISHARES GOLD TRUST,6221,Commodity Contracts Brokers & Dealers,Large accelerated filer,operating,['NYSE'],31-12,NY
350,1136893,FIS,"Fidelity National Information Services, Inc.",7389,"Services-Business Services, NEC",Large accelerated filer,operating,['NYSE'],31-12,
351,1868275,CEG,Constellation Energy Corp,4911,Electric Services,Large accelerated filer,operating,['Nasdaq'],31-12,PA
352,712515,EA,ELECTRONIC ARTS INC.,7372,Services-Prepackaged Software,Large accelerated filer,operating,['Nasdaq'],31-03,DE
353,1321655,PLTR,Palantir Technologies Inc.,7372,Services-Prepackaged Software,Large accelerated filer,operating,['NYSE'],31-12,
354,1058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,7371,Services-Computer Programming Services,Large accelerated filer,operating,['Nasdaq'],31-12,
